Term,Score,Polarity,isAcquired,Example1,Example2,Example3,Example4,Example5,Example6,Example7,Example8,Example9,Example10,Example11,Example12,Example13,Example14,Example15,Example16,Example17,Example18,Example19,Example20
brand,0.971929,POS,Y,"Today, QYResearch has become a <span class=""OP"">brand</span> of quality assurance in the consulting industry.","In February this year, Mahindra had forayed into shared mobility by launching an all electric vehicle fleet of a dozen cars under the <span class=""OP"">brand</span> name of Glyd.","In August this year, the Mukesh Ambani-group company entered into a partnership with Tiffany & Co for bringing the jewellery <span class=""OP"">brand</span> to India. ""","We put in lots of effort in building the <span class=""OP"">brand</span> in the channel and market.","The distributor looks to strengthen the Kaspersky <span class=""OP"">brand</span> in the channel and sees a healthy market share for the AV business.","This Kolkata based distributor believes in mapping the market before entering into any <span class=""OP"">brand</span> partnership.","Today, Supertron is reckoned for building <span class=""OP"">brand</span> positioning for the vendors.","""Charminar, the flagship roofing solution <span class=""OP"">brand</span> from the house of HIL Ltd., the building materials company announced its latest brand association with Salman Khans upcoming movie, BHARAT due for release on EID, 2019.","With an aim to maintain their leadership position in market and grow the <span class=""OP"">brand</span> love for Charminar and Charminar Fortune among the masses and excite channel partners, HIL will promote the movie through a co-branded TVC highlighting the strengths of the brand linked to the film scenes/storyline.","Commenting on the association Dhirup Roy Choudhary, MD & CEO, HIL said, Our flagship <span class=""OP"">brand</span> Charminar is a leader in the roofing solution category and the product has always been associated with trust and dependability.","We strive to explore new and innovative opportunities to connect with our customers and take these virtues of our <span class=""OP"">brand</span> ahead.","Through our association with Salman Khans upcoming movie BHARAT, we hope to engage our customers, increase <span class=""OP"">brand</span> awareness and provide a fresh take to evolve the market for Charminar.","Atul Agnihotri, Producer of BHARAT said, As our film says its a journey of a man and a nation together, the <span class=""OP"">brand</span> has also been serving our country for the last 70 years.","The <span class=""OP"">brand</span> association with Bharat was a perfect fit.","Charminar is the flagship roofing solution <span class=""OP"">brand</span> from the house of","After all, the <span class=""OP"">brand</span> is European and that is why it was necessary to treat it as a different centre of gravity.","Acer today launched ConceptD, a new <span class=""OP"">brand</span> of high-end Windows 10 desktops, notebooks, and monitors that are optimized for graphic designers, filmmakers, engineers, architects, developers and other creators.",,,
branded,0.9834296,NEG,Y,"""During the quarter, lower volumes to automotive segment were compensated by higher exports while deliveries in <span class=""OP"">branded</span> products and retail segment and industrial product and projects segments were maintained.","Sentral currently has specific agreements and active integration projects with four of the eight US-based, <span class=""OP"">branded</span> debit point-of-sale networks, which operate outside the Mastercard and Visa networks, and is in active discussions with the other four.","In addition to creating Blissco <span class=""OP"">branded</span> full spectrum CBD and THC derivative products for wellness consumers, Supreme Cannabis will utilize Blisscos existing infrastructure to produce pre-roll products under select Supreme Cannabis brands.","The company said along with higher production, the sales growth was led by many new initiatives taken in the marketplace like launch of <span class=""OP"">branded</span> products, value added products and new customer acquisition.","In line with this, the company has ceased <span class=""OP"">branded</span> plastic water bottles in all its boardrooms substituting them for glass jars, glass bottles and glasses, a company spokesperson told the Economic Times.","On the tractor side, the company has capacity for Mahindra <span class=""OP"">branded</span> tractors; it is however operating full capacity for Swaraj and the company is close to deciding on the new manufacturing line.","And, they've got <span class=""OP"">branded</span> t-shirts as well.","FlowSport was specified in blue for the changing room in order to reflect the Blue Bulls corporate colours, an aesthetic which is also reflected in the colour of the walls and the <span class=""OP"">branded</span> furniture.","""Kolkata: Tata Steel expects its <span class=""OP"">branded</span> steel sales to retail and MSME sector to grow by 10 per cent in the current fiscal, amid slowdown in the economy, officials said on Friday.","The company's <span class=""OP"">branded</span> products, about 4.4 million tonne, are sold through distributors and dealers network.","Our <span class=""OP"">branded</span> steel business is growing at 10 per cent even though the sector is expanding by only 5 per cent, Tata Steel chief marketing and sales (branded products)","Making the engagement holistic, social media platforms with digital contests, <span class=""OP"">branded</span> pages with gamification were also incorporated.","BASF will introduce its Glysantin <span class=""OP"">branded</span> engine coolant products to the North American automotive industry in January 2020.","Sources for Reuters did say that Ford <span class=""OP"">branded</span> cars will continue to be produced and sold in India as well as export under the joint venture.","""During the quarter, lower volumes to automotive segment were compensated by higher exports while deliveries in <span class=""OP"">branded</span> products and retail segment and industrial product and projects segment were maintained,"""" it said.","During the quarter, lower volumes at the automotive segment were compensated by higher exports, while deliveries in <span class=""OP"">branded</span> products and retail segments and industrial product and projects segments were maintained.","Opel and Vauxhall <span class=""OP"">branded</span> vans with Renault and Nissan in Europe.",,,
brand-new,1,POS,N,,,,,,,,,,,,,,,,,,,,
brash,1,NEG,N,,,,,,,,,,,,,,,,,,,,
brashly,1,NEG,N,,,,,,,,,,,,,,,,,,,,
brashness,1,NEG,N,,,,,,,,,,,,,,,,,,,,
brat,1,NEG,N,,,,,,,,,,,,,,,,,,,,
bravado,1,NEG,N,,,,,,,,,,,,,,,,,,,,
brave,1,POS,N,,,,,,,,,,,,,,,,,,,,
bravery,1,POS,N,,,,,,,,,,,,,,,,,,,,
bravo,1,POS,N,,,,,,,,,,,,,,,,,,,,
brazen,1,NEG,N,,,,,,,,,,,,,,,,,,,,
brazenly,1,NEG,N,,,,,,,,,,,,,,,,,,,,
brazenness,1,NEG,N,,,,,,,,,,,,,,,,,,,,
breach,1,NEG,N,,,,,,,,,,,,,,,,,,,,
break,1,NEG,N,,,,,,,,,,,,,,,,,,,,
breakdown,1,NEG,N,,,,,,,,,,,,,,,,,,,,
breaking,1,NEG,N,,,,,,,,,,,,,,,,,,,,
breaks,1,NEG,N,,,,,,,,,,,,,,,,,,,,
breakthrough,1,POS,N,,,,,,,,,,,,,,,,,,,,
breakthroughs,1,POS,N,,,,,,,,,,,,,,,,,,,,
breakup,1,NEG,N,,,,,,,,,,,,,,,,,,,,
break-up,1,NEG,N,,,,,,,,,,,,,,,,,,,,
breakups,1,NEG,N,,,,,,,,,,,,,,,,,,,,
break-ups,1,NEG,N,,,,,,,,,,,,,,,,,,,,
breathlessness,1,POS,N,,,,,,,,,,,,,,,,,,,,
breathtaking,1,POS,N,,,,,,,,,,,,,,,,,,,,
breathtakingly,1,POS,N,,,,,,,,,,,,,,,,,,,,
breeze,1,POS,N,,,,,,,,,,,,,,,,,,,,
bribery,1,NEG,N,,,,,,,,,,,,,,,,,,,,
bright,1,POS,N,,,,,,,,,,,,,,,,,,,,
brighten,1,POS,N,,,,,,,,,,,,,,,,,,,,
brighter,1,POS,N,,,,,,,,,,,,,,,,,,,,
brightest,1,POS,N,,,,,,,,,,,,,,,,,,,,
brilliance,1,POS,N,,,,,,,,,,,,,,,,,,,,
brilliances,1,POS,N,,,,,,,,,,,,,,,,,,,,
brilliant,1,POS,N,,,,,,,,,,,,,,,,,,,,
brilliantly,1,POS,N,,,,,,,,,,,,,,,,,,,,
brimstone,1,NEG,N,,,,,,,,,,,,,,,,,,,,
brisk,1,POS,N,,,,,,,,,,,,,,,,,,,,
bristle,1,NEG,N,,,,,,,,,,,,,,,,,,,,
brittle,1,NEG,N,,,,,,,,,,,,,,,,,,,,
broad,0.99485123,POS,Y,"The LED XT provides a premium quality video wall for a <span class=""OP"">broad</span> audience and for a wide range of indoor applications.","Its release marks an important event for JAIN toward unifying our <span class=""OP"">broad</span> AgTech base worldwide and meeting the challenges in a rapidly changing future of water.","Over a period of six decades, Bahrah Trading Company has evolved into a major equipment supplier serving a <span class=""OP"">broad</span> spectrum of clients in the construction, oil and industrial sectors in Kuwait.","But the IOCs host city contract also gives the organization <span class=""OP"">broad</span> rights to cancel the Olympics in the event of war or other forms of civil unrest, or if it believes, in the contracts words, that the safety of participants in the Games would be seriously threatened or jeopardized for any reason whatsoever.","In this way, ITIs vaccines (DNA or RNA) have the potential to utilize the bodys natural biochemistry to develop a <span class=""OP"">broad</span> immune response including antibody production, cytokine release and critical immunological memory.","Inc. (ITI) is a privately-held, clinical stage biotechnology company pioneering the development of vaccines through its proprietary technology platform, UNiversal Intracellular Targeted Expression (UNITE), which is designed to utilize the bodys natural biochemistry to develop vaccines that generate <span class=""OP"">broad</span> immune responses.","ITIs UNITE platform could potentially have <span class=""OP"">broad</span> therapeutic applications in oncology, including viral antigens, cancer antigens, neoantigens and antigen-derived antibodies as biologics and ITI has built a large pipeline from UNITE with six oncology programs and two allergy programs.","Shri R. Ramachandran, BPCLs Director (Refineries) said, Investing in the UNIPOL PP process technology gives us the ability to make a <span class=""OP"">broad</span> range of phthalate-free products for our customers.","Azimuth Thrusters Market Overview: It offers a <span class=""OP"">broad</span> product scope and overview of the global Azimuth Thrusters market followed by a glimpse of the segmentation study provided in the report.","Besides giving a <span class=""OP"">broad</span> study of the drivers, restraints, trends, and opportunities of the worldwide SCADA Software market, the report offers an individual, detailed analysis of essential regions like North America, Europe, and the Asia Pacific.","Barco's XT series is specifically designed to provide premium quality and reliability, addressing a <span class=""OP"">broad</span> audience in a wider range of indoor LED applications.","Siemens provides users with a <span class=""OP"">broad</span> spectrum of applications for this, including data processing, data visualization via web server, data transmission to the Cloud or IT infrastructure and fast innovation cycles for app development.","A joint venture between Ingersoll Rand plc and Mitsubishi Electric US, Inc., the company provides innovative products, systems and solutions capable of heating and cooling a <span class=""OP"">broad</span> range of applications from a home to a large commercial building.","In its FY19 annual report, L&T has specified a <span class=""OP"">broad</span> pipeline of prospective orders it may be chasing – high-speed rail corridor, underground strategic assets and some power plants.","This will allow organisations to accelerate their success on their digital transformation journeys and increase innovation and efficiency by supporting AI, next-generation analytical processing with a <span class=""OP"">broad</span> set of advanced analytics, and hybrid and multi-cloud environments.","Opdivos leading global development program is based on Bristol-Myers Squibbs scientific expertise in the field of immuno-oncology, and includes a <span class=""OP"">broad</span> range of clinical trials across all phases, including phase 3, in a variety of tumor types.","Seven of the 10 most valued Indian firms together added Rs 1.42 lakh crore in market valuation last week, propelled by a <span class=""OP"">broad</span> rally in the equity markets amid the ruling BJP's emphatic victory in the general elections.",,,
broke,1,NEG,N,,,,,,,,,,,,,,,,,,,,
broken,1,NEG,N,,,,,,,,,,,,,,,,,,,,
broken-hearted,1,NEG,N,,,,,,,,,,,,,,,,,,,,
brood,1,NEG,N,,,,,,,,,,,,,,,,,,,,
brotherly,1,POS,N,,,,,,,,,,,,,,,,,,,,
browbeat,1,NEG,N,,,,,,,,,,,,,,,,,,,,
bruise,1,NEG,N,,,,,,,,,,,,,,,,,,,,
bruised,1,NEG,N,,,,,,,,,,,,,,,,,,,,
bruises,1,NEG,N,,,,,,,,,,,,,,,,,,,,
bruising,1,NEG,N,,,,,,,,,,,,,,,,,,,,
brusque,1,NEG,N,,,,,,,,,,,,,,,,,,,,
brutal,1,NEG,N,,,,,,,,,,,,,,,,,,,,
brutalising,1,NEG,N,,,,,,,,,,,,,,,,,,,,
brutalities,1,NEG,N,,,,,,,,,,,,,,,,,,,,
brutality,1,NEG,N,,,,,,,,,,,,,,,,,,,,
brutalize,1,NEG,N,,,,,,,,,,,,,,,,,,,,
brutalizing,1,NEG,N,,,,,,,,,,,,,,,,,,,,
brutally,1,NEG,N,,,,,,,,,,,,,,,,,,,,
brute,1,NEG,N,,,,,,,,,,,,,,,,,,,,
brutish,1,NEG,N,,,,,,,,,,,,,,,,,,,,
bs,1,NEG,N,,,,,,,,,,,,,,,,,,,,
buckle,1,NEG,N,,,,,,,,,,,,,,,,,,,,
bug,1,NEG,N,,,,,,,,,,,,,,,,,,,,
bugging,1,NEG,N,,,,,,,,,,,,,,,,,,,,
buggy,1,NEG,N,,,,,,,,,,,,,,,,,,,,
bugs,1,NEG,N,,,,,,,,,,,,,,,,,,,,
bulkier,1,NEG,N,,,,,,,,,,,,,,,,,,,,
bulkiness,1,NEG,N,,,,,,,,,,,,,,,,,,,,
bulky,1,NEG,N,,,,,,,,,,,,,,,,,,,,
bulkyness,1,NEG,N,,,,,,,,,,,,,,,,,,,,
bull----,1,NEG,N,,,,,,,,,,,,,,,,,,,,
bull****,1,NEG,N,,,,,,,,,,,,,,,,,,,,
bullies,1,NEG,N,,,,,,,,,,,,,,,,,,,,
bullish,1,POS,N,,,,,,,,,,,,,,,,,,,,
bullshit,1,NEG,N,,,,,,,,,,,,,,,,,,,,
bullshyt,1,NEG,N,,,,,,,,,,,,,,,,,,,,
bully,1,NEG,N,,,,,,,,,,,,,,,,,,,,
bullying,1,NEG,N,,,,,,,,,,,,,,,,,,,,
bullyingly,1,NEG,N,,,,,,,,,,,,,,,,,,,,
bum,1,NEG,N,,,,,,,,,,,,,,,,,,,,
bump,1,NEG,N,,,,,,,,,,,,,,,,,,,,
bumped,1,NEG,N,,,,,,,,,,,,,,,,,,,,
bumping,1,NEG,N,,,,,,,,,,,,,,,,,,,,
bumpping,1,NEG,N,,,,,,,,,,,,,,,,,,,,
bumps,1,NEG,N,,,,,,,,,,,,,,,,,,,,
bumpy,1,NEG,N,,,,,,,,,,,,,,,,,,,,
bungle,1,NEG,N,,,,,,,,,,,,,,,,,,,,
bungler,1,NEG,N,,,,,,,,,,,,,,,,,,,,
bungling,1,NEG,N,,,,,,,,,,,,,,,,,,,,
bunk,1,NEG,N,,,,,,,,,,,,,,,,,,,,
buoyant,1,POS,N,,,,,,,,,,,,,,,,,,,,
burden,1,NEG,N,,,,,,,,,,,,,,,,,,,,
burdensome,1,NEG,N,,,,,,,,,,,,,,,,,,,,
burdensomely,1,NEG,N,,,,,,,,,,,,,,,,,,,,
burn,1,NEG,N,,,,,,,,,,,,,,,,,,,,
burned,1,NEG,N,,,,,,,,,,,,,,,,,,,,
burning,1,NEG,N,,,,,,,,,,,,,,,,,,,,
burns,1,NEG,N,,,,,,,,,,,,,,,,,,,,
bust,1,NEG,N,,,,,,,,,,,,,,,,,,,,
busts,1,NEG,N,,,,,,,,,,,,,,,,,,,,
busybody,1,NEG,N,,,,,,,,,,,,,,,,,,,,
butcher,1,NEG,N,,,,,,,,,,,,,,,,,,,,
butchery,1,NEG,N,,,,,,,,,,,,,,,,,,,,
buzzing,1,NEG,N,,,,,,,,,,,,,,,,,,,,
byzantine,1,NEG,N,,,,,,,,,,,,,,,,,,,,
cackle,1,NEG,N,,,,,,,,,,,,,,,,,,,,
cajole,1,POS,N,,,,,,,,,,,,,,,,,,,,
calamities,1,NEG,N,,,,,,,,,,,,,,,,,,,,
calamitous,1,NEG,N,,,,,,,,,,,,,,,,,,,,
calamitously,1,NEG,N,,,,,,,,,,,,,,,,,,,,
calamity,1,NEG,N,,,,,,,,,,,,,,,,,,,,
callous,1,NEG,N,,,,,,,,,,,,,,,,,,,,
calm,1,POS,N,,,,,,,,,,,,,,,,,,,,
calming,1,POS,N,,,,,,,,,,,,,,,,,,,,
calmness,1,POS,N,,,,,,,,,,,,,,,,,,,,
calumniate,1,NEG,N,,,,,,,,,,,,,,,,,,,,
calumniation,1,NEG,N,,,,,,,,,,,,,,,,,,,,
calumnies,1,NEG,N,,,,,,,,,,,,,,,,,,,,
calumnious,1,NEG,N,,,,,,,,,,,,,,,,,,,,
calumniously,1,NEG,N,,,,,,,,,,,,,,,,,,,,
calumny,1,NEG,N,,,,,,,,,,,,,,,,,,,,
cancer,1,NEG,N,,,,,,,,,,,,,,,,,,,,
cancerous,1,NEG,N,,,,,,,,,,,,,,,,,,,,
cannibal,1,NEG,N,,,,,,,,,,,,,,,,,,,,
cannibalize,1,NEG,N,,,,,,,,,,,,,,,,,,,,
capability,1,POS,N,,,,,,,,,,,,,,,,,,,,
capable,1,POS,N,,,,,,,,,,,,,,,,,,,,
capably,1,POS,N,,,,,,,,,,,,,,,,,,,,
capitulate,1,NEG,N,,,,,,,,,,,,,,,,,,,,
capricious,1,NEG,N,,,,,,,,,,,,,,,,,,,,
capriciously,1,NEG,N,,,,,,,,,,,,,,,,,,,,
capriciousness,1,NEG,N,,,,,,,,,,,,,,,,,,,,
capsize,1,NEG,N,,,,,,,,,,,,,,,,,,,,
captivate,1,POS,N,,,,,,,,,,,,,,,,,,,,
captivating,1,POS,N,,,,,,,,,,,,,,,,,,,,
carefree,1,POS,N,,,,,,,,,,,,,,,,,,,,
careless,1,NEG,N,,,,,,,,,,,,,,,,,,,,
carelessness,1,NEG,N,,,,,,,,,,,,,,,,,,,,
caricature,1,NEG,N,,,,,,,,,,,,,,,,,,,,
carnage,1,NEG,N,,,,,,,,,,,,,,,,,,,,
carp,1,NEG,N,,,,,,,,,,,,,,,,,,,,
cartoonish,1,NEG,N,,,,,,,,,,,,,,,,,,,,
cashback,1,POS,N,,,,,,,,,,,,,,,,,,,,
cashbacks,1,POS,N,,,,,,,,,,,,,,,,,,,,
cash-strapped,1,NEG,N,,,,,,,,,,,,,,,,,,,,
castigate,1,NEG,N,,,,,,,,,,,,,,,,,,,,
castrated,1,NEG,N,,,,,,,,,,,,,,,,,,,,
casualty,1,NEG,N,,,,,,,,,,,,,,,,,,,,
cataclysm,1,NEG,N,,,,,,,,,,,,,,,,,,,,
cataclysmal,1,NEG,N,,,,,,,,,,,,,,,,,,,,
cataclysmic,1,NEG,N,,,,,,,,,,,,,,,,,,,,
cataclysmically,1,NEG,N,,,,,,,,,,,,,,,,,,,,
catalytic,0.8393339,NEG,Y,"The company has already shut some units including isomerisation, continuous <span class=""OP"">catalytic</span> reformer and paraxylene units for maintenance at the plant.","In medium and heavy vehicles, the base cost is higher and we have already introduced selective <span class=""OP"">catalytic</span> reduction (SCR) technology in BS4 MHCV range.","A 35% capacity expansion of the continuous <span class=""OP"">catalytic</span> reforming unit in the MS block to 20, 890 b/d.","An upgrade of the naphtha hydrotreater downstream of the refinerys fluid <span class=""OP"">catalytic</span> cracker to enable output of BS V and BS VI-grade (equivalent to Euro 5 and Euro 6-quality) fuels.","BHEL is also supplying stateof-the-art Selective <span class=""OP"">Catalytic</span> Reduction (SCRs) for higher reduction in NOx emission and has technology collaboration with NANO Co. Ltd., Republic of Korea, for SCR Catalysts in coal fired power plants.","The refiner also plans to shut a fluidized <span class=""OP"">catalytic</span> cracker for 54 days from November and a continuous catalytic reformer for 35 days for routine maintenance.","In the first phase, we will put up the LPG and POL plants and replace the old <span class=""OP"">Catalytic</span> Cracking Unit (CCU) and Fluidized Catalytic Cracking Unit (FCCU) with a modern Petro Resid Fluidized Catalytic Cracking Unit (PRFCC), which will produce Propylene, R Ramachandran, director (refineries), BPCL, said.","15- May 29 <span class=""OP"">catalytic</span> cracker Delayed Coker 3 mln","He added that Cummins Engines with SCR (Selective <span class=""OP"">Catalytic</span> Reduction) after-treatment systems have been pioneering clean air technologies in the country since their launch in the BS-IV era in April 2017.","He said BPCL had plans to shut the continuous <span class=""OP"">catalytic</span> cracker and some other units at its 240,000 barrels per day (bpd)","In Phase-I, the company will put up the LPG and POL plants and replace the old <span class=""OP"">catalytic</span> cracking unit (CCU) and fluidized catalytic cracking unit (FCCU) with a modern petro resid fluidized catalytic cracking unit (PRFCC), which will produce Propylene.","Nayanika Panickar, who works as a shift-in-charge in the <span class=""OP"">Catalytic</span> Cracking Unit, said fortunately, her family had accepted her job involving the night shift quite well.","P. Sahitya, another engineer who took charge this month in the Fluid <span class=""OP"">Catalytic</span> Cracking unit, said the company has been very supportive and takes care of their needs.","6,877 crore to modernise its Mumbai refinery complex by replacing the old <span class=""OP"">Catalytic</span> Cracking Unit and Fluidised Catalytic Cracking Unit with a new, state-of-the-art Petro Resid Fluidized Catalytic Cracking Unit and associated facilities","The refinery additive products are used in numerous refinery processes such as reformer system, distillation, filling plant process, process cracker, desulfurization, coker, <span class=""OP"">catalytic</span> reforming, vacuum distillation and many more.","Crude Oil Processing Fluid <span class=""OP"">Catalytic</span> Cracking Hydroprocessing Other Refining Additives Market: Regional Outlook","The complex with a capacity of 4,50,000 tpa will manufacture polypropylene (PP) and polyethylene at Rasayani to valorise polymer grade propylene produced from its proposed Petro Resid Fludized <span class=""OP"">Catalytic</span> Cracker (PRFCC).",,,
catastrophe,1,NEG,N,,,,,,,,,,,,,,,,,,,,
catastrophes,1,NEG,N,,,,,,,,,,,,,,,,,,,,
catastrophic,1,NEG,N,,,,,,,,,,,,,,,,,,,,
catastrophically,1,NEG,N,,,,,,,,,,,,,,,,,,,,
catastrophies,1,NEG,N,,,,,,,,,,,,,,,,,,,,
catchy,1,POS,N,,,,,,,,,,,,,,,,,,,,
caustic,1,NEG,N,,,,,,,,,,,,,,,,,,,,
caustically,1,NEG,N,,,,,,,,,,,,,,,,,,,,
cautionary,1,NEG,N,,,,,,,,,,,,,,,,,,,,
cautious,0.8633768,NEG,Y,"Also read: BPCL stock falls for third straight day after Moody's, Centrum Broking turn <span class=""OP"">cautious</span> post privatisation announcement The Department of Investment and Public Asset Management (DIPAM) is conducting the process of hiring investment bankers, legal advisor and asset valuer to execute the BPCL stake sale in the world's fastest-growing major oil market, according to a report in Livemint. ""","Company's target reflected Aramco's premium bid for refining & chemicals business and Aramco transaction will serve to allay concerns on growing net debt, said the brokerage which has not changed its <span class=""OP"">cautious</span> stance on company's free cash flow outlook.","Trade is also the reason India should be <span class=""OP"">cautious</span> of Aramcos embrace.","Market sentiment also turned weak after the US Federal Reserve slashed the policy rate by 25 basis points but dimmed hopes for further rate cuts as it took a <span class=""OP"">cautious</span> approach to further reductions in borrowing costs.","Election uncertaintyInvestors also remained <span class=""OP"">cautious</span> ahead of election outcome on May 23.","Investors have turned <span class=""OP"">cautious</span> as domestic valuations are not so comforting given weak results leading to downgrade in earnings.","but it has to be with <span class=""OP"">cautious</span> optimism.","All told, <span class=""OP"">cautious</span> investors may want to wait until GE can show a couple of quarters of definitive improvement in power before concluding that it's a good idea to buy GE stock.","Voltas Analyst meet indicated <span class=""OP"">cautious</span> demand scenario post positive start to UCP in FY20 as continuing slowdown in the economy can negatively impact festive season sales.","Remain <span class=""OP"">cautious</span> on Bharti and VodaIdea, their analysts wrote in a recent note.","It would be prudent to remain <span class=""OP"">cautious</span> about the metal space in the near term.","He says that the rate of closure has been higher than the previous years as banks have become <span class=""OP"">cautious</span> on the inventory funding and since stocks were the only collateral with the banks, poor sales have made the banks ask for more security.","I would stay <span class=""OP"">cautious</span> on NBFCs.","I do not think there is a broad trend and one should be a little selective and <span class=""OP"">cautious</span> rather than feeling that Asian Paints has reported good numbers, so there is no slowdown.","Investors remained <span class=""OP"">cautious</span> as an escalation in trade tensions prompted investors to question whether China and the US will make progress as talks resume today.","Banks and other financial institutions have been <span class=""OP"">cautious</span> on auto sector lending post the defaults by companies like IL&FS and DHFL.","The moves underscore a drop in June of Euro-area economic confidence to its lowest level since 2016 as deepening trade tensions and a more <span class=""OP"">cautious</span> outlook for the global economy weigh on business and consumer sentiment.",,,
